,street,zipcode,bathrooms,bedrooms,description,latitude,sqft,longitude,price,url,yearBuilt,neighborhood
738,3628 24th Ave S,55406,1,3,"Adorable, well kept home. Many updates have been made, including updated HVAC, newer AC, newer roof, updated electrical panel, front porch made to be a four season with heat and newer windows. Newer windows throughout the home. Owners have kept the original woodwork and charm in this home. Just waiting for you to make this your own!",44.93657,1026,-93.237542,225000,https://www.zillow.com/homedetails/3628-24th-Ave-S-Minneapolis-MN-55406/1695345_zpid/,1919,"Standish, Minneapolis"
739,3733 28th Ave S,55406,2,2,"Instant equity builder! Bring your skills, dreams (or rehab loan) to this charming 1912 home. Efficient main level open layout, 1960's kitchen cabinets, and an addition with lots of possibility. Large, private backyard for entertaining and less than a block from public transit.",44.934889,900,-93.23173299999999,175000,https://www.zillow.com/homedetails/3733-28th-Ave-S-Minneapolis-MN-55406/1695890_zpid/,1912,"Standish, Minneapolis"
740,4255 20th Ave S,55407,1,2,"A rare opportunity! Southern exposure, corner lot with established vegetable gardens, located directly across from Lake Hiawatha Golf Course! This charming bungalow has classic features including hardwood floors, built-ins and screened in porch as well as modern updates that include central a/c, a metal roof and more. A second lower level bathroom is fully plumbed ready for the next buyer to finish to their taste.",44.925269,1121,-93.243172,289900,https://www.zillow.com/homedetails/4255-20th-Ave-S-Minneapolis-MN-55407/1802122_zpid/,1914,"Standish, Minneapolis"
741,3948 Longfellow Ave,55407,2,3,"Welcome home to this charming home located in the Standish Neighborhood. This home is loaded with character offering 9' ceilings on the main floor, stain glassed windows, original mill work, hardwood floors, built-in buffet, front porch, 2nd floor balcony and more. Freshly painted interior, new gas range, newer furnace and new electrical panel being installed. The main floor bedroom is great for those that want main floor living or perfect for a home office. Ample closet space in this home with a large 23' x 4' walk-in closet in one upper bedroom. Easily add a fourth bedroom with an egress window in the basement. Elevated lot offers a beautiful view of the park across the street. You will enjoy this walkable neighborhood to local shops, restaurants, light rail, brewery and more.",44.930865000000004,1386,-93.246421,254900,https://www.zillow.com/homedetails/3948-Longfellow-Ave-Minneapolis-MN-55407/1801511_zpid/,1917,"Standish, Minneapolis"
742,3611 26th Ave S,55406,1,3,"Newly updated, move-in ready, three bed/one bath home with so much to offer. Newer windows and siding. Great walkable location surrounded by , restaurants, cafes, and shops. Close to light rail station, Midtown Greenway, and river. Don't miss out!",44.937248,1133,-93.23429300000001,269900,https://www.zillow.com/homedetails/3611-26th-Ave-S-Minneapolis-MN-55406/1695721_zpid/,1926,"Standish, Minneapolis"
743,3912 22nd Ave S,55407,2,3,"Charming updated three-bed, two-bath bungalow in great Standish Minneapolis neighborhood! Hardwood flooring throughout the main floor with a spacious living room and dining room that is open to kitchen that was remodeled in 2018 with a new butcher block top peninsula, Carrera marble-looking countertops, tile backsplash and floors and new white paint on cabinets. Two bedrooms on the main floor with a full bath that was remodeled in 2018. Basement has third bedroom, a 3/4 bath, and a bonus room that could be a family room or fourth bedroom if add an egress window. Two-car detached garage and a nice fully fenced backyard. New roof on home and garage in 2019. Great location close to many shops, restaurants with easy access to downtown!",44.931831,1220,-93.241352,275000,https://www.zillow.com/homedetails/3912-22nd-Ave-S-Minneapolis-MN-55407/1801212_zpid/,1927,"Standish, Minneapolis"
744,4132 Standish Ave,55407,2,3,"LOCATION! Close to Lake Nokomis and Hiawatha! Charm and Character radiate in the wonderful turnkey home with luxury kitchen, HW floors, beautiful woodwork, sunroom, familyroom, oversized 2 car garage, fenced yard, patio, shed and much more! Additional potential in lower level that currently features 3/4 bath and laundry! Mf bedroom and 2 additional upper level bedrooms with fantastic living space on main!",44.927655,1402,-93.240099,354900,https://www.zillow.com/homedetails/4132-Standish-Ave-Minneapolis-MN-55407/1801816_zpid/,1922,"Standish, Minneapolis"
745,4233 24th Ave S,55406,2,4,"Please contact support@krislindahl.com and 763-401-7653 with all questions. Welcome to 4233 24th Ave. S MPLS! This charming Tudor style home is located in the sought after Standish neighborhood. Featuring 4 bedrooms, 2 bathrooms and 1 car attached garage! Beautiful wood floors throughout the main floor with a large living room and dining room off the updated kitchen. Fresh paint throughout along with refreshed bathrooms and new carpet. There is room to add equity in the lower level! Walking distance to Hiawatha Park, Hiawatha Golf Course, Lake Nokomis, Lake Hiawatha and several neighborhood restaurants and coffee shops.",44.925882,2262,-93.236942,389900,https://www.zillow.com/homedetails/4233-24th-Ave-S-Minneapolis-MN-55406/1802662_zpid/,1930,"Standish, Minneapolis"
746,4105 22nd Ave S,55407,2,2,"Welcome home! This lovely home has been amazingly updated. It is in a prime, high demand neighborhood walking distance to Lake Hiawatha, Lake Nakomis, and Sibley Park. Easy access to Metro Transit as well. This home has a large upper den and lower office which could one day be turned into additional bedrooms. New appliances, washer and dryer and a new roof to top it off! Come take a visit before it's too late!",44.928463,1200,-93.24064200000001,289900,https://www.zillow.com/homedetails/4105-22nd-Ave-S-Minneapolis-MN-55407/1801834_zpid/,1923,"Standish, Minneapolis"
747,3942 31st Ave S,55406,4,4,Open and Spacious townhome close to downtown.  Bright neutral colors.  3 large bedrooms on one floor.  Light rail just steps away.,44.930868,2636,-93.227412,325000,https://www.zillow.com/homedetails/3942-31st-Ave-S-Minneapolis-MN-55406/61622439_zpid/,2000,"Standish, Minneapolis"
749,2419 E 42nd St,55406,2,3,Gorgeous 1925 Prairie Style Home on Corner Lot!,44.926671,2180,-93.23615699999999,353456,https://www.zillow.com/homedetails/2419-E-42nd-St-Minneapolis-MN-55406/1802575_zpid/,1925,"Standish, Minneapolis"
750,4029 Standish Ave,55407,1,2,"This 1016 square foot single family home has 2 bedrooms and 1.0 bathrooms. It is located at 4029 Standish Ave Minneapolis, Minnesota.",44.929598999999996,1016,-93.239374,263268,https://www.zillow.com/homedetails/4029-Standish-Ave-Minneapolis-MN-55407/1801914_zpid/,1926,"Standish, Minneapolis"
751,3707 21st Ave S,55407,1,3,"Solid 2 Story W/All Brick Exterior Nestled in Mature Treed Lot. Blend of Classic and Modern Appeal W/Natural Wdwork, Built-In Buffet, 3Season Porch and ClawFoot Tub Combined w/Updated Kitchen,Bath + Artistic Flair. Fenced Backyard W/Waterfall. Tons of Storage",44.93558,1406,-93.24189399999999,296585,https://www.zillow.com/homedetails/3707-21st-Ave-S-Minneapolis-MN-55407/1695257_zpid/,1921,"Standish, Minneapolis"
752,4000 27th Ave S,55406,1,3,"This 1094 square foot single family home has 3 bedrooms and 1.0 bathrooms. It is located at 4000 27th Ave S Minneapolis, Minnesota.",44.930352,1094,-93.23375,253557,https://www.zillow.com/homedetails/4000-27th-Ave-S-Minneapolis-MN-55406/1800863_zpid/,1923,"Standish, Minneapolis"
753,1900 Stevens Ave APT 22,55403,1,1,"Front Corner unit at Stevens Square overlooking Stevens Park. Floors, natural woodwork and mission cabinets. Second floor unit in historical building that includes community and exercise rooms, bike storage, sauna and rooftop deck with panoramic views of the city.",44.963807,609,-93.275655,119900,https://www.zillow.com/homedetails/1900-Stevens-Ave-APT-22-Minneapolis-MN-55403/1944606_zpid/,1926,"Standish, Minneapolis"
754,227 Groveland Ave,55403,4,3,"Unique opportunity for a spacious, pristine Minneapolis townhome. Three full levels of living spaces, modern layout and vaulted ceilings, offering a flexible layout for any lifestlye. Main floor family room/office space. Formal living and dining room with gas fireplace and custom built-ins. Spacious kitchen with generous center island with counter seating. Bright south facing french doors opening up into an intimate patio and fully fenced garden area. Grand owners suite with walk in closet, and large bath with soaking tub and walk in shower. Fully finished lower level with family room, full bath, and extra storage space. Stunning views of downtown from numerous rooms. Walk to Lake of the Isles, sculpture garden, restaurants and downtown.",44.964358000000004,3094,-93.281942,475000,https://www.zillow.com/homedetails/227-Groveland-Ave-Minneapolis-MN-55403/61624712_zpid/,2002,"Stevens Square, Minneapolis"
755,218 Groveland Ave,55403,2,2,"MUST SEE updated townhome with incredible floor plan and spectacular views of the downtown skyline. The spacious townhome offers 2 large bedrooms and 2 bathrooms, along with an oversized family room with lofted ceilings and loads of natural light from all of the windows. The updated kitchen has stainless steel appliances and Cambria quartz countertops. The huge master bathroom is one of a kind with an oversized walk in fully tiled shower with multiple shower heads and built-in body sprayers to start the day off right every day. The master bathroom double sinks, heated tile floors, loads of cabinet space, and great lighting will definitely amaze the pickiest of individuals. The large walk-in master closet has custom built-in shelving. The two car garage, easy driveway parking, great walkability to the lakes, downtown, restaurants, shopping, and easy highway access are just a few of the benefits. You won't want to miss this property.",44.964642,1844,-93.281428,424900,https://www.zillow.com/homedetails/218-Groveland-Ave-Minneapolis-MN-55403/1944565_zpid/,1986,"Stevens Square, Minneapolis"
756,331 Ridgewood Ave,55403,4,5,"You will love this 1920s colonial style home in the beautiful neighborhood of Loring Heights! Plenty of updates allow for comfortable living without sacrificing the original charm. Natural woodwork, hardwood floors, travertine tile in the kitchen and master bath. 3 bedrooms on upper level. Large master suite has an office/sunroom. Kitchen features a butler's pantry. New, high-efficiency central AC installed in 2019. Fully fenced back yard offers privacy and plenty of space for entertaining. Close to all the shopping and dining downtown Minneapolis has to offer. Check it out today!",44.963390000000004,3243,-93.283901,524888,https://www.zillow.com/homedetails/331-Ridgewood-Ave-Minneapolis-MN-55403/1943904_zpid/,1921,"Stevens Square, Minneapolis"
757,1800 Clinton Ave APT 102,55404,1,1,"This is it! Excellent value to get into owning your own condo steps away from Downtown and close to uptown and the lakes. 9-foot ceilings, Hardwood floors, stainless steel appliances, freshly painted, new carpet, large storage locker and underground parking. Reasonable HOA dues and healthy association. 2- level party room and exercise room. Don't miss this one!",44.964931,833,-93.27184799999999,189900,https://www.zillow.com/homedetails/1800-Clinton-Ave-APT-102-Minneapolis-MN-55404/71814947_zpid/,2004,"Stevens Square, Minneapolis"
758,306 Ridgewood Ave,55403,3,3,"Stunning move-in ready 2-level townhome w/ a very open floor plan, 9 ft ceilings, recessed lighting, fresh paint, gorgeous wood floors, gas frplc, updated fixtures, big rooms through-out & heated under-ground 2-car pkg w/ door directly to the home.  The main level living areas are very transitional w/ big living & dining rooms w/ space for gatherings large and small, both indoors & out on the massive deck.  The spacious eat-in kitchen featuring maple cabinetry, breakfast bar, black & stainless appliances to include French door refrigerator, double ovens, gas cook top w/ vent hood, dishwasher & quartz counter tops.  The upper level has a private owners suite w/ walk- in closet and renovated 3/4 bath with walk-in shower, 2 generous bedrooms, full bath & laundry.  Perfectly located on a quiet residential street between the Wedge and Downtown w/ excellent walkability to Loring Park, Uptown, Downtown, The Walker, Sculpture Garden, MIA, Childrens Theartre, Shops, Restaurants & More!",44.964117,2162,-93.283278,450000,https://www.zillow.com/homedetails/306-Ridgewood-Ave-Minneapolis-MN-55403/52421815_zpid/,1999,"Stevens Square, Minneapolis"
759,1800 4th Ave S APT C,55404,2,2,"Outstanding 1900's Steven's Square 2 story townhome with Minneapolis skyline views! You'll love the exposed brick walls mixed with maple floors, open kitchen with stainless steel appliances, and white cabinets. Wood floors lead you to the upper level which has two bedrooms and a 3/4 bath. The main level has a large family room with gas fireplace, open dining or study, and a full bathroom. The basement is large and has rare amounts of storage partnered with laundry. You'll love the convenient parking, private garden, and a location that ensures you can walk or bike to all the restaurants, coffee shops, parks, and transit routes!",44.964998,930,-93.270573,225000,https://www.zillow.com/homedetails/1800-4th-Ave-S-APT-C-Minneapolis-MN-55404/1944697_zpid/,1900,"Stevens Square, Minneapolis"
760,1705 Stevens Ave APT 301,55403,1,2,"Fantastic opportunity to own a stylish historic unit near eat street. Close to Downtown. Highly sought top floor 2 bed/1 bath corner unit WITH a parking garage. Not every day you get one of those. The kitchen nook can be used as a dining room, office or extra sitting area. Cute park a block away.",44.966019,676,-93.27494899999999,139900,https://www.zillow.com/homedetails/1705-Stevens-Ave-APT-301-Minneapolis-MN-55403/1944655_zpid/,1913,"Stevens Square, Minneapolis"
761,307 Ridgewood Ave APT 5,55403,2,1,"Unique opportunity to live in a converted carriage house in the heart of Mpls! Enjoy a main floor kitchen w/granite counters, center island, abundant cabinetry, & an adjoining informal dining room that is spacious & ideal for entertaining friends & family. A 3/4 bath & laundry room sit just around the corner. Traveling upstairs you will find a stunning living room w/gorgeous reclaimed hardwood floors, a vaulted wood-beam ceiling, & a sunny reading nook beneath a charming wall of windows (original to the home). In the cooler months, cozy up in front of the wood-burning fireplace w/your favorite book. The bedroom sits off the hallway & boasts large double closets for your belongings. Across the way is an office & the home's full bath. During the warmer months of the year, you will find yourself spending beautiful days on the expansive, private deck! An ideal location thanks to nearby access to I-94 & 35W, the Walker Art Center, shopping & restaurants in Downtown & Uptown. Call this home!",44.96354,1456,-93.282987,350000,https://www.zillow.com/homedetails/307-Ridgewood-Ave-APT-5-Minneapolis-MN-55403/1944527_zpid/,1900,"Stevens Square, Minneapolis"
763,1812 Clinton Ave APT 103,55404,1,1,"Price reduced! Fantastic Minneapolis condo with a lot of charm and character. Hardwood floors, SS appliances, beautiful woodwork, build in hutch, breakfast bar. Close to many Minneapolis amenities and transit. Shared roof top deck, community and exercise rooms. Storage locker. A true must see unit!",44.964656,686,-93.27184799999999,125000,https://www.zillow.com/homedetails/1812-Clinton-Ave-APT-103-Minneapolis-MN-55404/71814942_zpid/,1917,"Stevens Square, Minneapolis"
764,1106 10th Ave N,55411,2,2,"Just turn the key and move on in. This place is ready to go! This one owner, very well-maintained townhome is located minutes from downtown and Target Field, with shops and restaurants everywhere! This 2-story townhome includes 2 bedroom upstairs, 1.5 bathrooms (one on both levels!) and 1 garage space! The Main Level floors have been updated and kitchen backsplash added! Stop by and see this place today!",44.988339,1200,-93.293723,184900,https://www.zillow.com/homedetails/1106-10th-Ave-N-Minneapolis-MN-55411/101671188_zpid/,2007,"Sumner-Glenwood, Minneapolis"
765,290 Market St UNIT 702,55405,2,2,"IMS Lofts...everything a loft should be. One of a kind  2000+ square foot two bedroom plus a den (could easily become a 3rd bedroom), 2 bathroom floor plan filled with windows on 2 sides and natural light. The condo features hardwood floors, high ceilings, exposed brick, a private double-sized deck and 3 garage parking spaces and 2 storage lockers! 2020-09-01",44.981453,2346,-93.288761,700000,https://www.zillow.com/homedetails/290-Market-St-UNIT-702-Minneapolis-MN-55405/71814205_zpid/,2006,"Sumner-Glenwood, Minneapolis"
766,3800 Vincent Ave N,55412,2,3,"Welcome to 3800 Vincent Avenue!  Situated on an oversized corner lot with private, fully fenced backyard and new patio area.  Main floor living with 3 bedrooms on the main floor, large eat-in kitchen and bright living/dining area.  Hardwood floors throughout, spacious 2 car garage and and open basement with great head height and second fireplace waiting to be completed! 
Fresh paint throughout, new kitchen flooring, radon mitigation system installed, fixtures updated.",45.024237,1172,-93.315611,240000,https://www.zillow.com/homedetails/3800-Vincent-Ave-N-Minneapolis-MN-55412/1728386_zpid/,1966,"Victory, Minneapolis"
768,4135 Queen Ave N,55412,3,3,"You'll be charmed by this warm, welcoming home with hardwood floors, 2 car garage (hard to find) and updates. Brand and new Andersen Windows, new front and back doors, new gutters, drain tile, installed a new aircon. Close to Victory Memorial parkway, dining and entertainment in Robbinsdale, NE Minneapolis, also quick access to freeways! Motivated sellers, quick closing possible!",45.030522999999995,3100,-93.310106,279900,https://www.zillow.com/homedetails/4135-Queen-Ave-N-Minneapolis-MN-55412/1727121_zpid/,1929,"Victory, Minneapolis"
769,4211 Sheridan Ave N,55412,1,3,"Exceptionally well maintained home nestled in charming Victory Neighborhood. Original white oak floors throughout, two bedrooms on the main floor and a spacious backyard with a patio.The  master bedroom on the upper floor is almost three-hundred and fifty square feet and features a sunny nook that is ideal for any telecommuter needing a quiet space.The perfect home for work and play!",45.031684000000006,1350,-93.312669,224900,https://www.zillow.com/homedetails/4211-Sheridan-Ave-N-Minneapolis-MN-55412/1726543_zpid/,1928,"Victory, Minneapolis"
770,4362 Queen Ave N,55412,2,3,"Charming bungalow located just blocks from Victory Memorial Drive! One of the original 3 homes on Queen Ave built by Mrs. Walker, featuring 3 bedrooms and 1.25 bathrooms. This home has the original red oak flooring throughout, coved ceilings and a spacious master bedroom! Lower level has a family room & the opportunity to increase equity by finishing off an additional bedroom & bathroom. Don't forget about the rare attached garage!",45.035169,1794,-93.30946800000001,199900,https://www.zillow.com/homedetails/4362-Queen-Ave-N-Minneapolis-MN-55412/1726466_zpid/,1941,"Victory, Minneapolis"
771,4023 Penn Ave N,55412,3,4,"An eye popping home located in a quiet nook of Victory neighborhood. All the quality and views you'd expect by the Victory Memorial parkway without the markup. Plenty of room for a large family. Move-in ready. Recently renovated but still has that older charm.  Finished basement with family room, bedroom and office. Private master bathroom. Open concept kitchen, dining room and living room. New stainless steel kitchen appliances.  A four seasons porch. Located on the C line bus route but street noise is not noticeable. Alley is plowed by the city. Boiler inspected about one year ago. PEX plumbing so no worry about frozen pipes. Updated electrical with circuit breakers not fuses.",45.028395,2462,-93.30879,289990,https://www.zillow.com/homedetails/4023-Penn-Ave-N-Minneapolis-MN-55412/1727292_zpid/,1913,"Victory, Minneapolis"
772,4034 Thomas Ave N,55412,3,3,"This beautiful 2 story home has been updated from top to bottom! From the custom accents on the exterior to the amazing kitchen, you're buyers will see no expense was spared in this Victory Neighborhood home. Just blocks off the incredible Victory Memorial Parkway, the sense of community runs strong in this neighborhood. Master suite is unlike any other in the neighborhood. Relax on the front porch after pouring your coffee in the custom kitchen. Make sure to check out the custom garage door.",45.028726,1508,-93.31316600000001,274900,https://www.zillow.com/homedetails/4034-Thomas-Ave-N-Minneapolis-MN-55412/1727219_zpid/,1913,"Victory, Minneapolis"
773,4570 Xerxes Ave N,55412,1,5,"This 1072 square foot single family home has 5 bedrooms and 1.0 bathrooms. It is located at 4570 Xerxes Ave N Minneapolis, Minnesota.",45.039896,1072,-93.318939,221294,https://www.zillow.com/homedetails/4570-Xerxes-Ave-N-Minneapolis-MN-55412/1796746_zpid/,1932,"Victory, Minneapolis"
774,4349 Washburn Ave N,55412,1,3,"This 1834 square foot single family home has 3 bedrooms and 1.5 bathrooms. It is located at 4349 Washburn Ave N Minneapolis, Minnesota.",45.035082,1834,-93.31786,268110,https://www.zillow.com/homedetails/4349-Washburn-Ave-N-Minneapolis-MN-55412/1726886_zpid/,1940,"Victory, Minneapolis"
775,4315 Sheridan Ave N,55412,1,2,"This 1528 square foot single family home has 2 bedrooms and 1.5 bathrooms. It is located at 4315 Sheridan Ave N Minneapolis, Minnesota.",45.033885,1528,-93.312711,208356,https://www.zillow.com/homedetails/4315-Sheridan-Ave-N-Minneapolis-MN-55412/1726508_zpid/,1931,"Victory, Minneapolis"
776,4543 Penn Ave N,55412,1,2,"Investor and homebuyer opportunity! This property is being offered at a live auction on 01-17-2020. Buy it as an investment or enjoy it as your own home. Visit Auction.com to find out where and when the auction will take place. Also, view additional photos, sales comps, rental data, title info, neighborhood reports and more. Auction.com is the nation's leading online real estate marketplace offering over 30,000 discounted residential bank-owned and foreclosure deals. Don't miss the opportunity to buy homes that offer the potential for a high return on investment. In addition to this property, Auction.com has 8 scheduled for sale at this same auction. Altogether, Auction.com has 70 properties scheduled for sale in Hennepin County and 392 throughout Minnesota. All properties and sale details can be found with a simple search at Auction.com. Create a free account to find similar properties, save your favorites and receive email alerts of upcoming auctions. To view the complete details of this property, click the ""Get Auction Details"" button above or paste the Property ID 2885116 into the search bar at Auction.com.",45.03797,1146,-93.309531,216769,https://www.zillow.com/homedetails/4543-Penn-Ave-N-Minneapolis-MN-55412/1796890_zpid/,1925,"Victory, Minneapolis"
778,3030 Arthur St NE,55418,2,3,"Welcome to 3030 Arthur St. NE. This move-in ready three bedroom, two bath home features wonderful layout with large living room and formal dining room, main floor bedroom (ideal for a home office) as well as main floor bath. There are beautiful hardwood floors (main and upper level), newer windows, furnace and A/C as well as convenient, attached garage. The lower level is drain-tiled and offers a large family room, ideal for entertaining, utility and laundry area as well as storage space. If you love to garden the home features a wonderful garden space with tomato plants, Swiss Chard, chives and more.There is plenty of room for family BBQ's and a friendly game of bags. Welcome to NE Minneapolis and welcome home!",45.023164,1937,-93.232364,355000,https://www.zillow.com/homedetails/3030-Arthur-St-NE-Minneapolis-MN-55418/1698329_zpid/,1939,"Waite Park, Minneapolis"
779,3547 Taylor St NE,55418,2,3,Updated NE Minneapolis Waite Park charmer ready for new owner to move in and enjoy! Newly remodeled kitchen includes new stainless steel appliances. There are 2 bedrooms on the main level plus a master suite upstairs. Master suite includes a 3/4 bath and a sitting area.Basement is finished and ready to use or you can update it to add even more charm. Detached 2 car garage provides plenty of off street parking and storage. Don't miss out on this opportunity! Act NOW!,45.03288,1534,-93.243113,300000,https://www.zillow.com/homedetails/3547-Taylor-St-NE-Minneapolis-MN-55418/1696699_zpid/,1949,"Waite Park, Minneapolis"
780,3100 Arthur St NE,55418,1,2,"On a peaceful tree-lined street just steps away from Grand Rounds Scenic Trail, this charming 1-story home of 2 bedrooms, 1 bathroom, and 1,342 square feet of living space stands ready to meet a variety of lifestyle needs. Stylish appointments throughout from hardwood floors to large windows allowing natural light to shine through. The finished lower level adds additional functional space perfect for an in-home fitness space or a second living room. Enjoy summer evenings out back on the deck overlooking an intimate fully fence yard perfect for bonfires, entertaining family and friends, or relaxing after a long day. A location that's Walkable, near shops, restaurants, breweries, trails, and convenient public transit options.",45.024229,1342,-93.232353,240000,https://www.zillow.com/homedetails/3100-Arthur-St-NE-Minneapolis-MN-55418/1698306_zpid/,1928,"Waite Park, Minneapolis"
781,3543 Buchanan St NE,55418,1,2,"Lovely cottage on beautiful tree-lined street with fenced backyard.  Open concept kitchen area with movable island, gorgeous tile backsplash, stainless steel appliances and access to backyard. Spacious living room and 2 bedrooms on main level.  Updated bathroom.  Build equity by finishing off lower level. Tons of storage. Clean TISH Report.  Home is sold As-IS.",45.032846,768,-93.239274,220000,https://www.zillow.com/homedetails/3543-Buchanan-St-NE-Minneapolis-MN-55418/1696479_zpid/,1949,"Waite Park, Minneapolis"
782,3211 Tyler St NE,55418,1,4,"The Quintessential Turn Of The Century Two Story NE Mpls Home! A Perfect Front Porch To Watch The World Go By, Spacious Main Floor With Room To Roam, Updated Kitchen, 4 Bedrooms On The Upper Floor, And A Newer Bathroom. Hard To Find Mudroom (Could Be Second Bath), And A Wide Open Basement Full Of Possibilities! Private Backyard With A 2 Car Garage. Steps From The Parkway, Shops, Restaurants, And Parks!",45.026178,1520,-93.245694,309900,https://www.zillow.com/homedetails/3211-Tyler-St-NE-Minneapolis-MN-55418/1697436_zpid/,1910,"Waite Park, Minneapolis"
783,3435 Buchanan St NE,55418,2,3,"AMAZING!!! Gorgeous updated home with 3 car garages (1 attached & 2 detached) in Waite Park NE Minneapolis! New landscape front yard and large size backyard. Homeowner put a lot of thought into it over the years and made no waste space in this house. Convenient front entry way mud room connects to garage. Open concept floor plan with 3 bedrooms on one level. Backyard access through sunroom. Large kitchen with new quartz countertop and stainless steel appliances. Main floor bathroom is exquisite with dual sinks vanity. Finished lower level family room with shiplap surround fireplace and new carpet throughout. Fourth room can be used as office or exercise room. Second bathroom is recently updated. New energy saving ductless mini split AC can cool down the house fast. New water boiler heating system installed in 2015. All windows replaced in 2016. Roof replaced in 2013. Minutes from parks, trails, shops and restaurants. Truly a must-see property!",45.030495,1845,-93.23949300000001,385000,https://www.zillow.com/homedetails/3435-Buchanan-St-NE-Minneapolis-MN-55418/1697039_zpid/,1954,"Waite Park, Minneapolis"
784,3238 Fillmore St NE,55418,2,3,"This impressive home is a show stopper!  Ready to move into. Great updates with the original charm of a NE home situated on a double lot, with 3 car garage, hard wood floors, some new Anderson windows. The home has new carpet, fresh paint, upper level is a non-conforming 3rd bedroom. Close to entertainment, restaurants, parks, schools, and downtown Minneapolis.",45.026903999999995,1938,-93.242613,329900,https://www.zillow.com/homedetails/3238-Fillmore-St-NE-Minneapolis-MN-55418/1697378_zpid/,1924,"Waite Park, Minneapolis"
785,3350 Tyler St NE,55418,2,4,"Look no further for the perfect home! NEW ROOF & GUTTERS will be installed before sale of the home. The main level features 3 bedrooms with great natural light and a semi-open living concept. Also has many recent updates throughout including kitchen, bathroom tile, hardwood floors, doors/trim and windows. Basement is finished with another complete living area, kitchen, bathroom and large bedroom--perfect for a mother-in-law suite or potential rental.  Enjoy your own little oasis in the backyard with a brand new fence, updated garden shed and fire pit.  You will love living in the desirable Waite Park Neighborhood which features great schools and is close to many restaurants, breweries, shops, bike trails and parks. Also this home is located 1 block from Central Ave with quick access to bus lines for a fast, easy commute to downtown and U of M.

Please call Ryan at 920-740-2056 or email at Kingston.brit@gmail.com if interested in a showing.",45.029078000000005,2002,-93.24640500000001,335000,https://www.zillow.com/homedetails/3350-Tyler-St-NE-Minneapolis-MN-55418/1696884_zpid/,1957,"Waite Park, Minneapolis"
786,3207 Johnson St NE,55418,1,1,"Great 2BR Starter home or investment property. HW Floors, Central Air, Huge deck and front porch. Walkto shops, restaurants and parks.Easy Busline and freeway access. Own for cheaper than rent.",45.026105,768,-93.236756,169900,https://www.zillow.com/homedetails/3207-Johnson-St-NE-Minneapolis-MN-55418/1698204_zpid/,1922,"Waite Park, Minneapolis"
787,3114 Ulysses St NE,55418,1,2,"Charming rambler in fantastic neighborhood near Auburn Park! Hardwood floors, spacious kitchen with area for a dining table and/or multi-use. Updated mechanicals, new deck. Rare opportunity to own at a low entry price in this location!",45.024547,762,-93.236192,195000,https://www.zillow.com/homedetails/3114-Ulysses-St-NE-Minneapolis-MN-55418/1698227_zpid/,1923,"Waite Park, Minneapolis"
789,1136 36 1/2 Ave NE,55418,3,5,"**For Showing Information call Kale Hassan at 651-486-4860 or email kale@kalehassan.com** NICE, SRAWLING WAITE PARK RAMBLER WITH 5BR/3BA AND ALL LIVING FACILITIES ON 1 LEVEL, PLUS NEWLY REMODELED LOWER LEVEL! MAIN FLOOR HAS 3BR, 2BA, LARGE LIVING ROOM, SPACIOUS KITCHEN, DINING AREA AND EXTRA LARGE LAUNDRY/MUD ROOM. THE NEW LOWER LEVEL INCLUDES A LARGE FAMILY ROOM, 2BR, OFFICE/DEN, 2ND LAUNDRY HOOK UP AND A BEAUTIFUL BATH! UPDATES INCLUDE FURNACE, WATER HEATER, PAINT, APPLIANCES, WINDOWS AND LOWER LEVEL. THIS EXTRA LARGE RAMBLER IS IN A GREAT LOCATION!",45.034698,2564,-93.24282,299900,https://www.zillow.com/homedetails/1136-36-1-2-Ave-NE-Minneapolis-MN-55418/2078741948_zpid/,1960,"Waite Park, Minneapolis"
790,3210 Polk St NE,55418,1,2,"This 921 square foot single family home has 2 bedrooms and 1.0 bathrooms. It is located at 3210 Polk St NE Minneapolis, Minnesota.",45.026179,921,-93.24515,219115,https://www.zillow.com/homedetails/3210-Polk-St-NE-Minneapolis-MN-55418/1697431_zpid/,1912,"Waite Park, Minneapolis"
791,3218 Hayes St NE,55418,1,3,"Investor and homebuyer opportunity! This property is being offered at a live auction on 01-06-2020. Buy it as an investment or enjoy it as your own home. Visit Auction.com to find out where and when the auction will take place. Also, view additional photos, sales comps, rental data, title info, neighborhood reports and more. Auction.com is the nation's leading online real estate marketplace offering over 30,000 discounted residential bank-owned and foreclosure deals. Don't miss the opportunity to buy homes that offer the potential for a high return on investment. In addition to this property, Auction.com has 73 scheduled for sale at this same auction. Altogether, Auction.com has 81 properties scheduled for sale in Hennepin County and 458 throughout Minnesota. All properties and sale details can be found with a simple search at Auction.com. Create a free account to find similar properties, save your favorites and receive email alerts of upcoming auctions. To view the complete details of this property, click the ""Get Auction Details"" button above or paste the Property ID 2885111 into the search bar at Auction.com.",45.026431,1710,-93.23491700000001,265500,https://www.zillow.com/homedetails/3218-Hayes-St-NE-Minneapolis-MN-55418/1698172_zpid/,1952,"Waite Park, Minneapolis"
